center_error_sum,false_negative_count,false_positive_count,fragmentation_count,gt_object_count,gt_track_count,id_maintenance_rate,id_switch_count,match_count,mean_center_error_m,mostly_lost_count,mostly_tracked_count,mota,motp,precision,recall,sequence_count,track_count,tracker,tracker_output_count
8692.951174246635,2270.0,3200.0,387.0,11296.0,133.0,0.9639929093729227,325.0,9026.0,0.9631011715318674,8.0,87.0,0.4869865439093485,0.9631011715318674,0.7382627187960085,0.7990439093484419,12.0,332.0,ct_bm_v2,12226.0
8815.120521443661,2286.0,3216.0,395.0,11296.0,133.0,0.9607103218645949,354.0,9010.0,0.9783707570969657,7.0,85.0,0.4815864022662889,0.9783707570969657,0.7369540323899886,0.7976274787535411,12.0,332.0,cv_bm_v2,12226.0
8764.802247779966,2144.0,3074.0,389.0,11296.0,133.0,0.9645979020979021,324.0,9152.0,0.9576925532976361,7.0,88.0,0.5093838526912181,0.9576925532976361,0.7485686242434156,0.8101983002832861,12.0,329.0,imm_bm_v2,12226.0
